ID	GENE_COORD	TAIR	GENE_NAME	OG
gene-AT1G68765	Athal_NC_003070.9:25829917-25830781	AT1G68765	IDA	OG0011376
gene-AT1G68780	Athal_NC_003070.9:25831662-25833966	AT1G68780	AT1G68780	OG0003283
gene-AT1G68790	Athal_NC_003070.9:25834686-25839541	AT1G68790	LINC3	OG0001344
gene-AT1G68795	Athal_NC_003070.9:25840626-25841686	AT1G68795	CLE12	OG0001375
gene-AT1G68800	Athal_NC_003070.9:25845892-25850131	AT1G68800	TCP12	OG0012680
gene-AT1G68810	Athal_NC_003070.9:25861094-25863534	AT1G68810	AT1G68810	OG0004597
gene-AT1G68820	Athal_NC_003070.9:25865471-25869028	AT1G68820	AT1G68820	OG0003061
gene-AT1G68825	Athal_NC_003070.9:25869876-25870420	AT1G68825	RTFL15	OG0000156
gene-AT1G68830	Athal_NC_003070.9:25872412-25875662	AT1G68830	STN7	OG0012679
gene-AT1G68840	Athal_NC_003070.9:25880323-25882222	AT1G68840	RAV2	OG0001510
gene-AT1G68845	Athal_NC_003070.9:25882434-25883045	AT1G68845	AT1G68845	OG0021359
gene-AT1G68850	Athal_NC_003070.9:25883556-25885261	AT1G68850	AT1G68850	OG0007046
gene-AT1G68862	Athal_NC_003070.9:25886673-25889024	AT1G68862	AT1G68862	OG0024560
gene-AT1G68870	Athal_NC_003070.9:25889074-25889734	AT1G68870	SOFL2	OG0021358
gene-AT1G68875	Athal_NC_003070.9:25892086-25892811	AT1G68875	AT1G68875	OG0019334
gene-AT1G68877	Athal_NC_003070.9:25893305-25893515	AT1G68877	AT1G68877	OG0019458
gene-AT1G68880	Athal_NC_003070.9:25893971-25895056	AT1G68880	bZIP	OG0019333
gene-AT1G68890	Athal_NC_003070.9:25896854-25906714	AT1G68890	PHYLLO	OG0012678
gene-AT1G68905	Athal_NC_003070.9:25906716-25907092	AT1G68905	AT1G68905	OG0024904
gene-AT1G68907	Athal_NC_003070.9:25907429-25907891	AT1G68907	AT1G68907	OG0024905
gene-AT1G68910	Athal_NC_003070.9:25908046-25911277	AT1G68910	WIT2	OG0002664
gene-AT1G68920	Athal_NC_003070.9:25914984-25918007	AT1G68920	AT1G68920	OG0003990
gene-AT1G68930	Athal_NC_003070.9:25918167-25921034	AT1G68930	AT1G68930	OG0012677
gene-AT1G68940	Athal_NC_003070.9:25921453-25926075	AT1G68940	AT1G68940	OG0008920
gene-AT1G68937	Athal_NC_003070.9:25925469-25926222	AT1G68937	AT1G68937	NA
gene-AT1G68945	Athal_NC_003070.9:25926849-25927337	AT1G68945	AT1G68945	OG0024906
gene-AT1G68960	Athal_NC_003070.9:25929896-25931257	AT1G68960	AT1G68960	OG0000065
gene-AT1G68980	Athal_NC_003070.9:25932955-25935030	AT1G68980	AT1G68980	OG0005645
gene-AT1G68990	Athal_NC_003070.9:25934997-25940996	AT1G68990	MGP3	OG0001366
gene-AT1G69010	Athal_NC_003070.9:25941629-25944265	AT1G69010	BIM2	OG0002064
gene-AT1G69020	Athal_NC_003070.9:25943886-25947211	AT1G69020	AT1G69020	OG0012676
gene-AT1G69030	Athal_NC_003070.9:25947236-25949340	AT1G69030	AT1G69030	OG0004264
gene-AT1G69040	Athal_NC_003070.9:25957567-25960401	AT1G69040	ACR4	OG0004794
gene-AT1G69050	Athal_NC_003070.9:25961604-25962435	AT1G69050	AT1G69050	OG0014391
gene-AT1G69060	Athal_NC_003070.9:25964319-25967450	AT1G69060	AT1G69060	OG0007045
gene-AT1G69070	Athal_NC_003070.9:25967312-25971542	AT1G69070	AT1G69070	OG0010109
gene-AT1G69080	Athal_NC_003070.9:25971915-25973505	AT1G69080	AT1G69080	OG0001739
gene-AT1G69085	Athal_NC_003070.9:25974861-25975997	AT1G69085	AT1G69085	OG0015467
gene-AT1G69090	Athal_NC_003070.9:25977450-25978706	AT1G69090	AT1G69090	OG0000084
gene-AT1G69100	Athal_NC_003070.9:25979948-25981559	AT1G69100	AT1G69100	OG0016170
gene-AT1G69120	Athal_NC_003070.9:25982294-25986349	AT1G69120	AP1	OG0000645
gene-AT1G69150	Athal_NC_003070.9:25993262-25995435	AT1G69150	AT1G69150	OG0000028
gene-AT1G69160	Athal_NC_003070.9:25999837-26001614	AT1G69160	AT1G69160	OG0007617
gene-AT1G69170	Athal_NC_003070.9:26005068-26007368	AT1G69170	AT1G69170	OG0018940
gene-AT1G69180	Athal_NC_003070.9:26007350-26009141	AT1G69180	CRC	OG0010969
gene-AT1G69190	Athal_NC_003070.9:26013012-26015018	AT1G69190	AT1G69190	OG0006018
gene-AT1G69200	Athal_NC_003070.9:26016024-26018365	AT1G69200	FLN2	OG0010968
gene-AT1G69210	Athal_NC_003070.9:26018438-26020058	AT1G69210	AT1G69210	OG0008574
gene-AT1G69220	Athal_NC_003070.9:26020089-26026285	AT1G69220	SIK1	OG0012268
gene-AT1G69230	Athal_NC_003070.9:26026253-26027771	AT1G69230	SP1L2	OG0001843
gene-AT1G69240	Athal_NC_003070.9:26027882-26030312	AT1G69240	MES15	OG0014823
gene-AT1G69250	Athal_NC_003070.9:26032637-26035504	AT1G69250	AT1G69250	OG0018939
gene-AT1G69260	Athal_NC_003070.9:26038905-26040720	AT1G69260	AFP1	OG0018938
gene-AT1G69270	Athal_NC_003070.9:26040689-26042702	AT1G69270	RPK1	OG0001564
gene-AT1G69280	Athal_NC_003070.9:26045158-26048190	AT1G69280	AT1G69280	OG0018937
gene-AT1G69290	Athal_NC_003070.9:26047372-26049348	AT1G69290	AT1G69290	OG0005645
gene-AT1G69295	Athal_NC_003070.9:26050176-26052721	AT1G69295	PDCB4	OG0014822
gene-AT1G69310	Athal_NC_003070.9:26054275-26058383	AT1G69310	WRKY57	OG0008573
gene-AT1G69320	Athal_NC_003070.9:26061774-26062536	AT1G69320	CLE10	OG0001375
gene-AT1G69325	Athal_NC_003070.9:26063187-26063877	AT1G69325	AT1G69325	OG0001832
gene-AT1G69330	Athal_NC_003070.9:26063662-26065518	AT1G69330	AT1G69330	OG0015403
gene-AT1G69340	Athal_NC_003070.9:26065698-26069843	AT1G69340	AT1G69340	OG0006864
gene-AT1G69350	Athal_NC_003070.9:26069880-26072245	AT1G69350	AT1G69350	OG0013799
gene-AT1G69360	Athal_NC_003070.9:26072284-26076374	AT1G69360	AT1G69360	OG0002093
gene-AT1G69370	Athal_NC_003070.9:26079956-26081727	AT1G69370	CM3	OG0003032
gene-AT1G69380	Athal_NC_003070.9:26081566-26083606	AT1G69380	RRG	OG0008572
gene-AT1G69390	Athal_NC_003070.9:26084562-26086512	AT1G69390	MINE1	OG0005644
gene-AT1G69400	Athal_NC_003070.9:26086881-26089034	AT1G69400	AT1G69400	OG0009736
gene-AT1G69410	Athal_NC_003070.9:26089030-26090734	AT1G69410	ELF5A-3	OG0000878
gene-AT1G69420	Athal_NC_003070.9:26093026-26097167	AT1G69420	AT1G69420	OG0005643
gene-AT1G69430	Athal_NC_003070.9:26097729-26099388	AT1G69430	AT1G69430	OG0005642
gene-AT1G69440	Athal_NC_003070.9:26101407-26105328	AT1G69440	AGO7	OG0012267
gene-AT1G69450	Athal_NC_003070.9:26106790-26110357	AT1G69450	AT1G69450	OG0002609
gene-AT1G69460	Athal_NC_003070.9:26111688-26113256	AT1G69460	AT1G69460	OG0001371
gene-AT1G69470	Athal_NC_003070.9:26113575-26113997	AT1G69470	AT1G69470	OG0018936
gene-AT1G69480	Athal_NC_003070.9:26114024-26117955	AT1G69480	AT1G69480	OG0000232
gene-AT1G69485	Athal_NC_003070.9:26118229-26119710	AT1G69485	AT1G69485	OG0005641
gene-AT1G69490	Athal_NC_003070.9:26122080-26123514	AT1G69490	NAP	OG0003578
gene-AT1G69500	Athal_NC_003070.9:26123940-26126057	AT1G69500	CYP704B1	OG0010967
gene-AT1G69510	Athal_NC_003070.9:26126304-26128068	AT1G69510	AT1G69510	OG0002963
gene-AT1G69520	Athal_NC_003070.9:26128288-26129602	AT1G69520	AT1G69520	OG0005113
gene-AT1G69523	Athal_NC_003070.9:26129551-26131292	AT1G69523	AT1G69523	OG0005113
gene-AT1G69526	Athal_NC_003070.9:26131294-26133313	AT1G69526	AT1G69526	OG0005113
gene-AT1G69530	Athal_NC_003070.9:26141726-26143538	AT1G69530	EXPA1	OG0000184
gene-AT1G69540	Athal_NC_003070.9:26145001-26147751	AT1G69540	AGL94	OG0003317
gene-AT1G69550	Athal_NC_003070.9:26148021-26153600	AT1G69550	AT1G69550	OG0000217
gene-AT1G69560	Athal_NC_003070.9:26157702-26159094	AT1G69560	MYB105	OG0010966
gene-AT1G69570	Athal_NC_003070.9:26161528-26163715	AT1G69570	AT1G69570	OG0018935
gene-AT1G69580	Athal_NC_003070.9:26171856-26174022	AT1G69580	AT1G69580	OG0006222
gene-AT1G69588	Athal_NC_003070.9:26178042-26178925	AT1G69588	CLE45	OG0014908
gene-AT1G69600	Athal_NC_003070.9:26182156-26183546	AT1G69600	ZFHD1	OG0003316
gene-AT1G69610	Athal_NC_003070.9:26186713-26189568	AT1G69610	AT1G69610	OG0003875
gene-AT1G69620	Athal_NC_003070.9:26189775-26191404	AT1G69620	RPL34	OG0001017
gene-AT1G69630	Athal_NC_003070.9:26191472-26193174	AT1G69630	AT1G69630	OG0000033
gene-AT1G69640	Athal_NC_003070.9:26193618-26195726	AT1G69640	SBH1	OG0002387
gene-AT1G69650	Athal_NC_003070.9:26197498-26198821	AT1G69650	AT1G69650	OG0000053
gene-AT1G69660	Athal_NC_003070.9:26199623-26200603	AT1G69660	AT1G69660	OG0000053
gene-AT1G69670	Athal_NC_003070.9:26201986-26204795	AT1G69670	CUL3B	OG0002431
gene-AT1G69680	Athal_NC_003070.9:26204805-26206991	AT1G69680	AT1G69680	OG0006863
gene-AT1G69690	Athal_NC_003070.9:26216009-26218071	AT1G69690	TCP15	OG0002317
gene-AT1G69700	Athal_NC_003070.9:26220190-26221870	AT1G69700	HVA22C	OG0002316
gene-AT1G69710	Athal_NC_003070.9:26222004-26226652	AT1G69710	AT1G69710	OG0015950
gene-AT1G69720	Athal_NC_003070.9:26226731-26228580	AT1G69720	HO3	OG0006118
gene-AT1G69730	Athal_NC_003070.9:26228565-26231375	AT1G69730	AT1G69730	OG0000018
gene-AT1G69740	Athal_NC_003070.9:26231620-26234963	AT1G69740	HEMB1	OG0010970
gene-AT1G69750	Athal_NC_003070.9:26235071-26238542	AT1G69750	COX19-2	OG0006223
gene-AT1G69760	Athal_NC_003070.9:26239260-26240843	AT1G69760	AT1G69760	OG0010971
gene-AT1G69770	Athal_NC_003070.9:26248118-26253687	AT1G69770	CMT3	OG0000856
gene-AT1G69780	Athal_NC_003070.9:26258788-26260781	AT1G69780	ATHB13	OG0001147
gene-AT1G69790	Athal_NC_003070.9:26266592-26269013	AT1G69790	AT1G69790	OG0002193
gene-AT1G69800	Athal_NC_003070.9:26274195-26276336	AT1G69800	AT1G69800	OG0012271
gene-AT1G69810	Athal_NC_003070.9:26276948-26279255	AT1G69810	WRKY36	OG0018941
gene-AT1G69818	Athal_NC_003070.9:26282320-26283481	AT1G69818	AT1G69818	OG0021585
gene-AT1G69820	Athal_NC_003070.9:26283125-26284908	AT1G69820	GGT3	OG0002056
gene-AT1G69825	Athal_NC_003070.9:26286496-26286929	AT1G69825	AT1G69825	OG0021585
gene-AT1G69828	Athal_NC_003070.9:26287522-26287948	AT1G69828	AT1G69828	OG0021585
gene-AT1G69830	Athal_NC_003070.9:26288228-26293173	AT1G69830	AMY3	OG0010972
gene-AT1G69840	Athal_NC_003070.9:26293601-26295922	AT1G69840	AT1G69840	OG0000997
gene-AT1G69850	Athal_NC_003070.9:26296540-26300684	AT1G69850	NRT1:2	OG0002049
gene-AT1G69860	Athal_NC_003070.9:26309628-26312174	AT1G69860	AT1G69860	OG0018942
gene-AT1G69870	Athal_NC_003070.9:26315787-26320233	AT1G69870	NRT1.7	OG0005646
gene-AT1G69880	Athal_NC_003070.9:26321398-26323002	AT1G69880	TH8	OG0018943
gene-AT1G69890	Athal_NC_003070.9:26323086-26324946	AT1G69890	AT1G69890	OG0001078
gene-AT1G69900	Athal_NC_003070.9:26326216-26327965	AT1G69900	AT1G69900	OG0017147
gene-AT1G69910	Athal_NC_003070.9:26329863-26332426	AT1G69910	AT1G69910	OG0013188
gene-AT1G69920	Athal_NC_003070.9:26334250-26335630	AT1G69920	GSTU12	OG0018944
gene-AT1G69930	Athal_NC_003070.9:26337481-26338818	AT1G69930	GSTU11	OG0000911
gene-AT1G69935	Athal_NC_003070.9:26341494-26343231	AT1G69935	SHW1	OG0005050
gene-AT1G69940	Athal_NC_003070.9:26343275-26345058	AT1G69940	PPME1	OG0001124
gene-AT1G69960	Athal_NC_003070.9:26348721-26350697	AT1G69960	PP2A	OG0000353
gene-AT1G69970	Athal_NC_003070.9:26352563-26354613	AT1G69970	CLE26	OG0003058
gene-AT1G69980	Athal_NC_003070.9:26355874-26357731	AT1G69980	AT1G69980	OG0009738
gene-AT1G69990	Athal_NC_003070.9:26360235-26362010	AT1G69990	AT1G69990	OG0001652
gene-AT1G70000	Athal_NC_003070.9:26362979-26364878	AT1G70000	AT1G70000	OG0009739
gene-AT1G70020	Athal_NC_003070.9:26377370-26378359	AT1G70020	AT1G70020	OG0015405
gene-AT1G70030	Athal_NC_003070.9:26378641-26380379	AT1G70030	AT1G70030	OG0000194
gene-AT1G70040	Athal_NC_003070.9:26381233-26382131	AT1G70040	AT1G70040	OG0013800
gene-AT1G70060	Athal_NC_003070.9:26383216-26389916	AT1G70060	SNL4	OG0003877
gene-AT1G70070	Athal_NC_003070.9:26390016-26394196	AT1G70070	EMB25	OG0012272
gene-AT1G70080	Athal_NC_003070.9:26394492-26397603	AT1G70080	AT1G70080	OG0024907
gene-AT1G70090	Athal_NC_003070.9:26400694-26402815	AT1G70090	LGT8	OG0001638
gene-AT1G70100	Athal_NC_003070.9:26402978-26406190	AT1G70100	AT1G70100	OG0005647
gene-AT1G70110	Athal_NC_003070.9:26406238-26408343	AT1G70110	AT1G70110	OG0000020
gene-AT1G70120	Athal_NC_003070.9:26408921-26409597	AT1G70120	AT1G70120	OG0013800
gene-AT1G70130	Athal_NC_003070.9:26409601-26411828	AT1G70130	AT1G70130	OG0000020
gene-AT1G70140	Athal_NC_003070.9:26412500-26415258	AT1G70140	FH8	OG0003059
gene-AT1G70150	Athal_NC_003070.9:26416872-26419788	AT1G70150	AT1G70150	OG0008578
gene-AT1G70160	Athal_NC_003070.9:26419894-26422531	AT1G70160	AT1G70160	OG0010973
gene-AT1G70170	Athal_NC_003070.9:26423874-26425356	AT1G70170	MMP	OG0004217
gene-AT1G70180	Athal_NC_003070.9:26426269-26429361	AT1G70180	AT1G70180	OG0006224
gene-AT1G70190	Athal_NC_003070.9:26430543-26432270	AT1G70190	AT1G70190	OG0007618
gene-AT1G70200	Athal_NC_003070.9:26432297-26434538	AT1G70200	AT1G70200	OG0010974
gene-AT1G70210	Athal_NC_003070.9:26439556-26443007	AT1G70210	CYCD1;1	OG0006866
gene-AT1G70209	Athal_NC_003070.9:26439653-26439796	AT1G70209	AT1G70209	NA
gene-AT1G70220	Athal_NC_003070.9:26446084-26448058	AT1G70220	AT1G70220	OG0005114
gene-AT1G70230	Athal_NC_003070.9:26450166-26452039	AT1G70230	TBL27	OG0004661
gene-AT1G70250	Athal_NC_003070.9:26452847-26456305	AT1G70250	AT1G70250	OG0000010
gene-AT1G70260	Athal_NC_003070.9:26456774-26459570	AT1G70260	UMAMIT36	OG0006842
gene-AT1G70270	Athal_NC_003070.9:26464226-26464891	AT1G70270	AT1G70270	OG0013801
gene-AT1G70280	Athal_NC_003070.9:26465804-26468804	AT1G70280	AT1G70280	OG0001698
gene-AT1G70290	Athal_NC_003070.9:26470795-26474833	AT1G70290	TPS8	OG0001014
gene-AT1G70300	Athal_NC_003070.9:26477743-26481630	AT1G70300	KUP6	OG0000870
gene-AT1G70310	Athal_NC_003070.9:26485238-26487595	AT1G70310	SPDS2	OG0003878
gene-AT1G70320	Athal_NC_003070.9:26488454-26501652	AT1G70320	UPL2	OG0006956
gene-AT1G70330	Athal_NC_003070.9:26502909-26504619	AT1G70330	ENT1	OG0005997
gene-AT1G70340	Athal_NC_003070.9:26503961-26506672	AT1G70340	AT1G70340	OG0005115
gene-AT1G70350	Athal_NC_003070.9:26507040-26508356	AT1G70350	AT1G70350	OG0013189
gene-AT1G70360	Athal_NC_003070.9:26508486-26509325	AT1G70360	AT1G70360	OG0002108
gene-AT1G70370	Athal_NC_003070.9:26512683-26515255	AT1G70370	PG2	OG0000688
gene-AT1G70380	Athal_NC_003070.9:26526212-26527345	AT1G70380	AT1G70380	OG0006868
gene-AT1G70390	Athal_NC_003070.9:26529171-26530282	AT1G70390	AT1G70390	OG0006868
gene-AT1G70400	Athal_NC_003070.9:26531399-26533460	AT1G70400	AT1G70400	OG0024358
gene-AT1G70410	Athal_NC_003070.9:26533824-26538437	AT1G70410	BCA4	OG0000757
gene-AT1G70420	Athal_NC_003070.9:26539542-26540818	AT1G70420	AT1G70420	OG0000543
gene-AT1G70430	Athal_NC_003070.9:26545332-26549216	AT1G70430	AT1G70430	OG0018945
gene-AT1G70440	Athal_NC_003070.9:26548952-26550636	AT1G70440	SRO3	OG0000753
gene-AT1G70450	Athal_NC_003070.9:26552576-26554559	AT1G70450	AT1G70450	OG0000108
gene-AT1G70460	Athal_NC_003070.9:26555705-26559322	AT1G70460	PERK13	OG0000108
gene-AT1G70470	Athal_NC_003070.9:26559359-26560123	AT1G70470	AT1G70470	OG0021203
gene-AT1G70475	Athal_NC_003070.9:26559661-26561232	AT1G70475	AT1G70475	OG0024908
gene-AT1G70480	Athal_NC_003070.9:26561716-26563952	AT1G70480	AT1G70480	OG0010975
gene-AT1G70490	Athal_NC_003070.9:26563718-26565811	AT1G70490	ARFA1D	OG0000287
gene-AT1G70500	Athal_NC_003070.9:26566398-26568871	AT1G70500	AT1G70500	OG0004676
gene-AT1G70505	Athal_NC_003070.9:26570226-26572776	AT1G70505	AT1G70505	OG0001070
gene-AT1G70510	Athal_NC_003070.9:26576486-26582879	AT1G70510	KNAT2	OG0002817
gene-AT1G70520	Athal_NC_003070.9:26584729-26587628	AT1G70520	CRK2	OG0003879
gene-AT1G70530	Athal_NC_003070.9:26588391-26591776	AT1G70530	CRK3	OG0013802
gene-AT1G70540	Athal_NC_003070.9:26593930-26594770	AT1G70540	EDA24	OG0004995
gene-AT1G70550	Athal_NC_003070.9:26597067-26600445	AT1G70550	AT1G70550	OG0000727
gene-AT1G70560	Athal_NC_003070.9:26604855-26607652	AT1G70560	TAA1	OG0001682
gene-AT1G70570	Athal_NC_003070.9:26608600-26612349	AT1G70570	AT1G70570	OG0011599
gene-AT1G70580	Athal_NC_003070.9:26612359-26616071	AT1G70580	AOAT2	OG0006225
gene-AT1G70590	Athal_NC_003070.9:26618099-26620421	AT1G70590	AT1G70590	OG0007458
gene-AT1G70600	Athal_NC_003070.9:26620821-26621779	AT1G70600	AT1G70600	OG0002095
gene-AT1G70610	Athal_NC_003070.9:26621899-26626503	AT1G70610	ABCB26	OG0007619
gene-AT1G70620	Athal_NC_003070.9:26626528-26631104	AT1G70620	AT1G70620	OG0013190
gene-AT1G70630	Athal_NC_003070.9:26631151-26634259	AT1G70630	AT1G70630	OG0009740
gene-AT1G70640	Athal_NC_003070.9:26636110-26637876	AT1G70640	AT1G70640	OG0000904
gene-AT1G70650	Athal_NC_003070.9:26638075-26642268	AT1G70650	AT1G70650	OG0006867
gene-AT1G70660	Athal_NC_003070.9:26640565-26642146	AT1G70660	MMZ2	OG0001156
gene-AT1G70670	Athal_NC_003070.9:26644565-26646200	AT1G70670	CLO4	OG0001965
gene-AT1G70680	Athal_NC_003070.9:26647205-26648737	AT1G70680	AT1G70680	OG0001965
gene-AT1G70690	Athal_NC_003070.9:26651840-26653643	AT1G70690	HWI1	OG0018946
gene-AT1G70700	Athal_NC_003070.9:26654529-26657350	AT1G70700	TIFY7	OG0015406
gene-AT1G70710	Athal_NC_003070.9:26659129-26663337	AT1G70710	GH9B1	OG0005116
gene-AT1G70720	Athal_NC_003070.9:26666383-26667305	AT1G70720	AT1G70720	OG0002192
gene-AT1G70730	Athal_NC_003070.9:26668646-26673166	AT1G70730	PGM2	OG0005117
gene-AT1G70740	Athal_NC_003070.9:26673563-26676042	AT1G70740	AT1G70740	OG0010976
gene-AT1G70750	Athal_NC_003070.9:26679872-26683355	AT1G70750	AT1G70750	OG0002245
gene-AT1G70760	Athal_NC_003070.9:26687202-26688384	AT1G70760	NdhL	OG0013191
gene-AT1G70770	Athal_NC_003070.9:26687798-26691275	AT1G70770	AT1G70770	OG0002106
gene-AT1G70780	Athal_NC_003070.9:26695166-26696392	AT1G70780	AT1G70780	OG0004466
gene-AT1G70790	Athal_NC_003070.9:26699321-26702427	AT1G70790	AT1G70790	OG0000305
gene-AT1G70800	Athal_NC_003070.9:26702493-26703926	AT1G70800	EHB1	OG0016114
gene-AT1G70810	Athal_NC_003070.9:26703966-26705360	AT1G70810	AT1G70810	OG0016114
gene-AT1G70820	Athal_NC_003070.9:26705420-26708264	AT1G70820	AT1G70820	OG0010977
gene-AT1G70830	Athal_NC_003070.9:26710005-26711587	AT1G70830	MLP28	OG0000556
gene-AT1G70840	Athal_NC_003070.9:26712982-26714069	AT1G70840	MLP31	OG0000556
gene-AT1G70850	Athal_NC_003070.9:26714866-26716783	AT1G70850	MLP34	OG0000556
gene-AT1G70860	Athal_NC_003070.9:26718070-26719211	AT1G70860	AT1G70860	OG0000556
gene-AT1G70870	Athal_NC_003070.9:26721020-26721563	AT1G70870	AT1G70870	OG0018947
gene-AT1G70880	Athal_NC_003070.9:26722846-26723978	AT1G70880	AT1G70880	OG0000556
gene-AT1G70890	Athal_NC_003070.9:26725521-26726652	AT1G70890	MLP43	OG0000556
gene-AT1G70895	Athal_NC_003070.9:26727555-26729374	AT1G70895	CLE17	OG0012997
gene-AT1G70900	Athal_NC_003070.9:26731782-26734022	AT1G70900	AT1G70900	OG0005648
gene-AT1G70910	Athal_NC_003070.9:26734155-26734771	AT1G70910	DEP	OG0018948
gene-AT1G70920	Athal_NC_003070.9:26735894-26738665	AT1G70920	HB18	OG0018949
gene-AT1G70940	Athal_NC_003070.9:26742940-26746469	AT1G70940	PIN3	OG0002370
gene-AT1G70944	Athal_NC_003070.9:26749137-26749253	AT1G70944	AT1G70944	OG0024909
gene-AT1G70949	Athal_NC_003070.9:26752401-26752664	AT1G70949	AT1G70949	NA
gene-AT1G70950	Athal_NC_003070.9:26752597-26755407	AT1G70950	AT1G70950	OG0006640
gene-AT1G70960	Athal_NC_003070.9:26756253-26757362	AT1G70960	AT1G70960	OG0006868
gene-AT1G70970	Athal_NC_003070.9:26759834-26761042	AT1G70970	AT1G70970	OG0006868
gene-AT1G70980	Athal_NC_003070.9:26762041-26764623	AT1G70980	SYNC3	OG0004069
gene-AT1G70985	Athal_NC_003070.9:26764672-26765285	AT1G70985	AT1G70985	OG0013192
gene-AT1G70990	Athal_NC_003070.9:26767250-26768215	AT1G70990	AT1G70990	OG0004510
gene-AT1G71000	Athal_NC_003070.9:26768792-26770175	AT1G71000	AT1G71000	OG0002195
gene-AT1G71010	Athal_NC_003070.9:26782048-26788973	AT1G71010	FAB1C	OG0005649
gene-AT1G71015	Athal_NC_003070.9:26788861-26790262	AT1G71015	AT1G71015	OG0000952
gene-AT1G71020	Athal_NC_003070.9:26790549-26793319	AT1G71020	AT1G71020	OG0004662
gene-AT1G71030	Athal_NC_003070.9:26795052-26796529	AT1G71030	MYBL2	OG0018950
gene-AT1G71040	Athal_NC_003070.9:26796725-26800483	AT1G71040	LPR2	OG0003880
gene-AT1G71050	Athal_NC_003070.9:26803097-26804292	AT1G71050	HIPP20	OG0001695
gene-AT1G71060	Athal_NC_003070.9:26805651-26807183	AT1G71060	AT1G71060	OG0010978
gene-AT1G71070	Athal_NC_003070.9:26807183-26809520	AT1G71070	AT1G71070	OG0007620
gene-AT1G71080	Athal_NC_003070.9:26809720-26811848	AT1G71080	AT1G71080	OG0005650
gene-AT1G71090	Athal_NC_003070.9:26812156-26814173	AT1G71090	AT1G71090	OG0006869
gene-AT1G71100	Athal_NC_003070.9:26814260-26815922	AT1G71100	RSW10	OG0004052
gene-AT1G71110	Athal_NC_003070.9:26817878-26821094	AT1G71110	AT1G71110	OG0006870
gene-AT1G71120	Athal_NC_003070.9:26821072-26822487	AT1G71120	GLIP6	OG0014325
gene-AT1G71130	Athal_NC_003070.9:26822517-26823671	AT1G71130	CRF8	OG0014326
gene-AT1G71140	Athal_NC_003070.9:26824564-26826914	AT1G71140	AT1G71140	OG0000408
gene-AT1G71150	Athal_NC_003070.9:26827146-26828674	AT1G71150	AT1G71150	OG0005651
gene-AT1G71160	Athal_NC_003070.9:26828701-26830208	AT1G71160	KCS7	OG0012273
gene-AT1G71170	Athal_NC_003070.9:26830603-26832123	AT1G71170	AT1G71170	OG0012274
gene-AT1G71180	Athal_NC_003070.9:26832335-26833709	AT1G71180	AT1G71180	OG0012274
gene-AT1G71190	Athal_NC_003070.9:26833406-26835060	AT1G71190	SAG18	OG0012275
gene-AT1G71200	Athal_NC_003070.9:26835200-26837991	AT1G71200	AT1G71200	OG0014824
gene-AT1G71210	Athal_NC_003070.9:26838289-26841507	AT1G71210	AT1G71210	OG0006871
gene-AT1G71220	Athal_NC_003070.9:26841550-26851953	AT1G71220	EBS1	OG0012276
gene-AT1G71230	Athal_NC_003070.9:26852406-26854419	AT1G71230	CSN5B	OG0006226
gene-AT1G71240	Athal_NC_003070.9:26855331-26859844	AT1G71240	AT1G71240	OG0009741
gene-AT1G71250	Athal_NC_003070.9:26860110-26861726	AT1G71250	AT1G71250	OG0005652
gene-AT1G71260	Athal_NC_003070.9:26861657-26863454	AT1G71260	ATWHY2	OG0013193
gene-AT1G71270	Athal_NC_003070.9:26863587-26870015	AT1G71270	POK	OG0007621
gene-AT1G71280	Athal_NC_003070.9:26870093-26872152	AT1G71280	AT1G71280	OG0006450
gene-AT1G71290	Athal_NC_003070.9:26872643-26873242	AT1G71290	AT1G71290	OG0006868
gene-AT1G71300	Athal_NC_003070.9:26874064-26878319	AT1G71300	AT1G71300	OG0007621
gene-AT1G71310	Athal_NC_003070.9:26877745-26880024	AT1G71310	RAD52-1	OG0012018
gene-AT1G71320	Athal_NC_003070.9:26882485-26883818	AT1G71320	AT1G71320	OG0015388
gene-AT1G71330	Athal_NC_003070.9:26884014-26885169	AT1G71330	NAP5	OG0024910
gene-AT1G71340	Athal_NC_003070.9:26885170-26888364	AT1G71340	GDPD4	OG0012277
gene-AT1G71350	Athal_NC_003070.9:26888368-26891284	AT1G71350	AT1G71350	OG0012278
gene-AT1G71360	Athal_NC_003070.9:26891956-26894856	AT1G71360	AT1G71360	OG0006250
gene-AT1G71370	Athal_NC_003070.9:26897005-26899434	AT1G71370	AT1G71370	OG0006450
gene-AT1G71380	Athal_NC_003070.9:26899765-26901976	AT1G71380	CEL3	OG0002752
gene-AT1G71390	Athal_NC_003070.9:26906401-26908975	AT1G71390	RLP11	OG0000475
gene-AT1G71400	Athal_NC_003070.9:26909792-26912597	AT1G71400	RLP12	OG0000475
gene-AT1G71410	Athal_NC_003070.9:26912726-26917732	AT1G71410	AT1G71410	OG0007622
gene-AT1G71420	Athal_NC_003070.9:26917786-26920099	AT1G71420	AT1G71420	OG0013194
gene-AT1G71430	Athal_NC_003070.9:26920440-26921152	AT1G71430	AT1G71430	OG0006227
gene-AT1G71440	Athal_NC_003070.9:26921060-26924431	AT1G71440	PFI	OG0012279
gene-AT1G71450	Athal_NC_003070.9:26927012-26928056	AT1G71450	AT1G71450	OG0001252
